Gene,MinimumKaKs,MaximumKaKs,MeanKaKs,MedianKaKs,Function,COG,FunctionalClass
ulaE,0,0.242499874,0.049537688,0.031029165,L-xylulose 5-phosphate 3-epimerase,COG3622,G
purM,0,0.242385492,0.029706771,0,phosphoribosylaminoimidazole synthetase,COG0151,F
holA,0,0.242371488,0.075879992,0.051539426,DNA polymerase III subunit delta,NF,NA
ripA,0,0.242320774,0.097186464,0.086909726,AraC family transcriptional regulator,COG2169,L
fhuC,0,0.241847146,0.051460852,0.029324078,ferrichrome transport ATP-binding protein,COG4604,P
matB,0,0.241744703,0.091711103,0.07807439,fimbrillin,NF,NA
mdtM,0,0.241042719,0.083099806,0.063008439,multidrug resistance protein,COG2814,G
glpR_1,0,0.240555519,0.015448656,0,DeoR-family transcriptional regulator,COG3444,G
ompC,0,0.2404493,0.168441485,0.187641472,outer membrane porin protein C,COG3203,M
yiaV_1,0,0.240360545,0.078691149,0.076644664,HlyD-family secretion protein,NF,NA
ilvG,0,0.239571902,0.063085778,0.065639103,acetolactate synthase isozyme II large subunit,COG3960,Q
group_4580,0,0.239174468,0.087990507,0.070454058,putative acetyltransferase,COG3393,R
ccmD,0,0.23893901,0.012800304,0,heme exporter protein D (cytochrome C-type biogenesis protein),NF,NA
citG,0,0.238422787,0.070099628,0.040124071,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,COG3697,HI
csiR,-766.6088514,0.238200126,-7.965101492,0,GntR family transcriptional regulator,COG1802,K
ychO,0,0.23797848,0.097570808,0.091693712,invasin,NF,NA
ubiX,0,0.237257668,0.05043025,0.035037898,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,COG0163,H
accA,0,0.236767094,0.045316106,0,acetyl-CoA carboxylase,COG4799,I
araB,0,0.236472877,0.10652001,0.103063878,ribulokinase,COG0036,G
tnaB,0,0.236413115,0.04256588,0.018646707,low affinity tryptophan permease,NF,NA
rraA,-655.0305652,0.236313964,-25.81872264,0,ribonuclease activity regulator protein RraA,COG5405,O
rdoA,0,0.236164285,0.120048389,0.101541732,putative regulatory protein kinase,NF,NA
gsiB,0,0.236127995,0.042551854,0.039242621,putative binding protein yliB precursor,COG4166,E
ybiC,0,0.236085201,0.101967766,0.107907889,putative dehydrogenase,COG2055,C
sgbH,0,0.235887577,0.077419865,0.072608684,3-keto-L-gulonate-6-phosphate decarboxylase,NF,NA
ydaL,0,0.235469503,0.07821544,0.078089238,Smr domain protein,NF,NA
group_3397,0,0.23515516,0.048468957,0,SirA family protein,COG2391,R
hisA,0,0.235085171,0.050021548,0.04181792,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,COG0106,E
nadA,0,0.234890849,0.115655005,0.10272316,quinolinate synthetase A,NF,NA
nrdH,0,0.234389779,0.017617454,0,glutaredoxin-like protein,NF,NA
yccW,0,0.234308462,0.080020701,0.077919027,putative oxidoreductase,COG3199,F
sspB,0,0.234255658,0.062079051,0.058914975,stringent starvation protein B,NF,NA
mhpA,0,0.23410721,0.109148518,0.096541847,3-(3-hydroxyphenyl)propionate hydroxylase,NF,NA
leuE,0,0.233609446,0.068415679,0.05734583,putative transport protein,NF,NA
yceG,0,0.233420622,0.016099106,0,putative aminodeoxychorismate lyase,NF,NA
flgF,0,0.233319376,0.092122948,0.08453661,flagellar basal-body rod protein FlgF,COG4787,N
dut,0,0.2328384,0.0048603,0,deoxyuridine 5'-triphosphate nucleotidohydrolase,NF,NA
yhhK,0,0.232734395,0.108339474,0.075770088,putative acetyltransferase,NF,NA
mlaB,0,0.232549906,0.059718782,0,putative anti-sigma factor antagonist,COG3113,M
ybaM,0,0.232413153,0.033009497,0,small protein involved in the cell envelope stress response,NF,NA
yfcH,0,0.231831164,0.069939049,0.058211111,NAD(P)-binding Rossmann-fold domain,COG4276,R
mdtP_2,-221.9657347,0.231589306,-6.079307692,0.051628569,multidrug resistance outer membrane protein,NF,NA
fadA,0,0.231283458,0.094087992,0.085861857,3-ketoacyl-CoA thiolase (fatty oxidation complex beta subunit),COG2050,Q
flhE,0,0.231191714,0.110864088,0.119909566,flagellar protein FlhE,NF,NA
yjjG,0,0.230805477,0.128586177,0.158150669,5'-nucleotidase (nucleoside 5'-monophosphate phosphohydrolase),COG5610,R
phpB,0,0.229960937,0.119647747,0.13599678,alpha-ribazole-5'-phosphate phosphatase,NF,NA
argI,0,0.229828917,0.081515976,0.058477425,ornithine carbamoyltransferase 1,COG0078,E
ptrA,0.006706738,0.229607751,0.038091181,0.029274087,protease III,NF,NA
cysN,0,0.229266975,0.039412124,0.026842171,sulfate adenylyltransferase,COG0529,P
group_6932,0,0.228874572,0.007399897,0.003287036,mce-like protein,NF,NA
kduI,0,0.228618525,0.085667047,0.08504263,5-keto-4-deoxyuronate isomerase,COG3717,G
allA,0,0.227889697,0.016177824,0,ureidoglycolate hydrolase,COG4266,F
ibrA,0.027319526,0.227785294,0.084486064,0.070231636,immunoglobulin-binding regulator,COG3969,R
ybiI,0,0.227224748,0.067093871,0.054039881,putative zinc ion binding protein,COG1734,J
udk,-977.780868,0.226954418,-39.10820866,0,uridine kinase,NF,NA
thiL,0,0.2267536,0.061722716,0.050251082,thiamine-monophosphate kinase,COG0309,O
group_1759,0,0.226721714,0.136825963,0.136310247,frv operon regulatory protein,NF,NA
rhaD,0,0.226397603,0.103081616,0.079944632,rhamnulose-1-phosphate aldolase,COG0235,G
rcsA,0,0.226177897,0.079674633,0.094774381,colanic acid capsullar biosynthesis activation protein A,NF,NA
ydcF,-241.18335,0.225258977,-35.38647522,0.093763523,"conserved SAM-binding protein, DUF218 family",NF,NA
nudE,0,0.224862452,0.04541688,0,ADP compounds hydrolase,NF,NA
ypdF,0.074596781,0.224821243,0.136913128,0.134445941,aminopeptidase,COG0006,E
ppa,0,0.224184915,0.044847395,0,inorganic pyrophosphatase,COG0221,CP
hypC,0,0.224036819,0.004008104,0,hydrogenase isoenzymes formation protein,NF,NA
group_961,0,0.223583148,0.01786675,0,putative lipoprotein,NF,NA
cdd,0,0.223424685,0.071975884,0.044798867,cytidine deaminase,COG0295,F
group_23824,0,0.223089227,0.073365838,0.085679533,putative glycoprotein/receptor,NF,NA
dsbG,0,0.222892059,0.087870527,0.08298258,disulfide isomerase/thiol-disulfide oxidase,COG1651,O
trpH,0,0.222886307,0.056162435,0.045344327,putative phosphoesterase,COG1387,ER
ygcM,0,0.222065636,0.025727232,0,6-pyruvoyl tetrahydrobiopterin synthase,NF,NA
rcnA,0,0.222050495,0.043255577,0,nickel/cobalt efflux protein RcnA,COG2836,P
rluA,0,0.221733517,0.022085006,0,ribosomal large subunit pseudouridine synthase A,NF,NA
murI,0,0.221721306,0.078491266,0.084494314,glutamate racemase,COG0127,F
yphA,0,0.221293878,0.050796343,0,inner membrane protein,NF,NA
tolR,-142.3192397,0.221233094,-3.632193343,0,colicin import protein,NF,NA
galR,0,0.221218064,0.050423171,0.059670812,galactose operon repressor,COG1879,G
sprT,0,0.221127341,0.035073183,0,protein SprT,NF,NA
recB,0,0.220989107,0.0789632,0.065088699,exonuclease V subunit beta,NF,NA
pldB,0,0.220514514,0.028295269,0,lysophospholipase L2,COG1647,Q
fucR,0,0.220419419,0.032725803,0,FucR family transcriptional regulator,COG3444,G
tauC,0,0.22022772,0.102710879,0.116013049,taurine ABC transporter permease,COG4986,P
rne,0,0.220223933,0.107986292,0.105951288,ribonuclease E,COG1530,J
glnG,0,0.219970187,0.033908883,0.020277023,nitrogen regulation protein NR(I),COG3829,KT
ybjE,-1381.246734,0.219916571,-37.79267208,0.05420574,transporter,NF,NA
lpxB,0,0.219379513,0.056331375,0.037119911,lipid-A-disaccharide synthase,COG3952,R
ybhC,0,0.219281752,0.036567467,0.033716345,acyl-CoA thioester hydrolase,NF,NA
perM,0,0.219108456,0.011263368,0,putative permease,NF,NA
rimK,0,0.218871608,0.022534216,0,ribosomal protein S6 modification protein,COG0189,HJ
dinG_1,0,0.218839408,0.006000404,0,putative ATP-binding protein,NF,NA
maoC,0,0.218749488,0.122484204,0.118385043,bifunctional aldehyde dehydrogenase/enoyl-CoA hydratase,COG4230,E
yaiY,0,0.218717533,0.042708864,0,inner membrane protein,NF,NA
yjfY,0,0.218622659,0.023930698,0,protein,NF,NA
rtcA,0,0.21859289,0.022360437,0,RNA 3'-terminal-phosphate cyclase,COG0430,A
yidB,0,0.218056529,0.087334393,0.08189991,radical SAM domain-containing protein,COG3753,S
ccmA,0,0.218051355,0.044526413,0.039430731,heme exporter ATP-binding protein (cytochrome C-type biogenesis protein),COG4133,O
yfbF,-1009.151707,0.217964474,-33.60430855,0.016920407,undecaprenyl phosphate 4-deoxy-4-formamido-L-arabinose transferase,COG3858,D
ubiF,0,0.217942968,0.065512355,0.065376154,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",COG4121,J
gsiD,0,0.217641849,0.035814138,0.033232048,ABC transporter permease,COG4171,V
fadE,0,0.217591277,0.020260799,0.014017926,acyl-CoA dehydrogenase,COG1773,C
ycbT,0,0.217563729,0.050687375,0,fimbrial-like adhesin protein,COG3539,N
asnC,0,0.217360191,0.047714476,0,regulatory protein AsnC,NF,NA
ymdB,0,0.216987834,0.108788311,0.108275771,putative DNA and/or RNA unwinding protein,NF,NA
rbn_1,0,0.216895797,0.08218517,0.085458174,ribonuclease BN,NF,NA
yhjN,-2674.460952,0.215848627,-53.98312681,0.029189256,cellulose synthase regulator protein,NF,NA
yijE,0.031080232,0.215603511,0.090129122,0.070049172,transporter,COG5006,E
kup,-2282.089531,0.215557167,-24.01298936,0,kup system potassium uptake protein,NF,NA
surE,0,0.215352305,0.020064232,0,stationary phase survival protein SurE,NF,NA
macB,0,0.215289638,0.056706555,0.057714246,macrolide export ATP-binding/permease protein,COG4181,Q
murR_2,-298.5463014,0.215155093,-15.09124803,0.075913099,RpiR-family transcriptional regulator,COG2222,M
fliN,0,0.21508737,0.017716729,0,flagellar motor switch protein FliN,COG1886,NU
nanT,0,0.214963216,0.020175827,0.015410477,sialic acid transporter,COG2814,G
djlB,0,0.214874352,0.116292127,0.158204977,DnaJ-class chaperone,NF,NA
ptsI,-2508.148995,0.214769377,-78.35855785,0,PEP-protein phosphotransferase system enzyme I,COG3412,T
yghQ,-233.5448005,0.214559483,-14.84046388,0.070248878,"membrane protein, conserved protein",NF,NA
mglC,0,0.214315148,0.00806094,0,"galactoside ABC transporter, permease protein",COG4211,G
recD,0,0.214300222,0.041307864,0.033673488,exodeoxyribonuclease V subunit alpha,COG3410,S
aroL,0,0.214295858,0.019008739,0,shikimate kinase,COG0128,E
rpoE,-205.766132,0.214281404,-3.067938068,0,RNA polymerase sigma factor RpoE,NF,NA
clcA,0,0.214052462,0.015724613,0,H(+)/Cl(-) exchange transporter,NF,NA
hyb0,0,0.214047738,0.005545733,0,hydrogenase-2 small chain,COG1941,C
tamB,0,0.213969073,0.046980402,0.040436426,"translocation and assembly module for autotransporter export, inner membrane subunit",NF,NA
dsbC,0,0.213874199,0.06608035,0.063310534,thiol:disulfide interchange protein,COG1651,O
umuD,0,0.213706162,0.024223381,0,SOS mutagenesis and repair protein,NF,NA
envZ,0,0.213426537,0.014405659,0,osmolarity sensor protein EnvZ,COG5000,T
group_7463,0,0.21339942,0.007050764,0,CopG-family DNA-binding protein,NF,NA
hisD,0.018318361,0.21334916,0.069399708,0.067204699,histidinol dehydrogenase,COG0141,E
nuoL,0,0.213271086,0.036280652,0.024159934,NADH-quinone oxidoreductase subunit L,COG2111,P
group_3345,0,0.213246499,0.038529352,0.028907242,CRISPR-associated protein,NF,NA
ydiM,0,0.213035221,0.033682091,0.013100929,major facilitator superfamily protein,NF,NA
adiC,0,0.212823465,0.008410942,0,arginine/agmatine antiporter,COG0833,E
deoR,0,0.21270704,0.085508141,0.086010103,deoxyribose operon repressor,NF,NA
agaW,0,0.212577164,0.027346352,0,N-acetylgalactosamine-specific enzyme IIC component of PTS,COG3715,G
yhjD,0,0.212141581,0.030740583,0,tRNA-processing ribonuclease,NF,NA
udp,0,0.212129664,0.057073683,0,uridine phosphorylase,NF,NA
smfA,0,0.211867796,0.077997522,0.088713377,putative fimbrial-like adhesin protein,COG3539,N
aceF,0,0.211859531,0.037768804,0.017423758,dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase,COG4770,I
ilvH,0,0.211851998,0.036322284,0,acetolactate synthase 3 regulatory subunit,COG3978,C
hexR,0,0.21168131,0.046935058,0.032185949,putative hex-regulon repressor (RpiR-family transcriptional regulator),COG2222,M
eptb,0,0.211053742,0.085737168,0.062903764,phosphoethanolamine transferase,COG2194,M
bioD,0,0.210758154,0.112394538,0.12694343,dithiobiotin synthetase,NF,NA
iclR,0,0.210714317,0.013486527,0,IclR family transcriptional regulator,NF,NA
prsA,0,0.210667143,0.002421461,0,ribose-phosphate pyrophosphokinase,NF,NA
yebS,-396.4481058,0.210534295,-21.04872138,0.036711572,inner membrane protein,COG2995,S
wzc,0,0.210392187,0.031325355,0.027835111,tyrosine kinase,COG3944,M
group_22847,0,0.210334124,0.037251054,0,hypothetical protein,NF,NA
ubiA,-266.2430015,0.210246448,-3.068799728,0.017128585,4-hydroxybenzoate octaprenyltransferase,COG0109,HI
nrdA,0,0.210171175,0.031707257,0.024438731,ribonucleoside-diphosphate reductase,NF,NA
mdlA,0,0.209804317,0.063022608,0.056338997,ABC transporter ATP-binding protein/permease,COG2274,V
ompG,0,0.209796607,0.074901845,0.075060756,outer membrane protein G,NF,NA
ypfH,0,0.209623074,0.050257145,0.037792421,esterase YpfH,COG0400,R
yeiL,0.026083193,0.20886376,0.106638504,0.103784249,DNA-binding transcriptional activator YeiL,NF,NA
putP,0,0.208737557,0.018666467,0.015104748,sodium/proline symporter (proline permease),COG4145,H
chbC_1,0,0.2086453,0.006681923,0,"N,N'-diacetylchitobiose-specific PTS system, EIIC component",COG1455,G
yhfL,0,0.208334537,0.003787901,0,secreted peptide,NF,NA
ribD,0,0.208316703,0.086052872,0.070936518,riboflavin biosynthesis protein,COG0117,H
eno,0,0.20816991,0.00301657,0,enolase,COG4948,MR
speG,0,0.208122769,0.069784824,0.056944051,spermidine N1-acetyltransferase,COG3393,R
ybbW,-4077.465118,0.208070157,-41.53950479,0.049883397,putative allantoin permease,NF,NA
rplO,0,0.207978866,0.054181421,0,50S ribosomal protein L15,NF,NA
nanK,0,0.207725834,0.098431147,0.098264369,putative transcriptional regulator,COG2222,M
ilvD,0,0.207684566,0.020493216,0.016958172,dihydroxy-acid dehydratase,COG0129,EG
fimC_2,0.038786305,0.207647549,0.092011282,0.086757213,type I fimbrial chaperone,NF,NA
fabF,0,0.206919358,0.007359681,0,3-oxoacyl-ACP synthase,COG4981,I
chaA,0,0.206624783,0.045590042,0.049641233,calcium/sodium:proton antiporter,COG0387,P
ycjG,0,0.206369429,0.085485642,0.077935754,putative mandelate racemase/muconate lactonizing family protein,COG4948,MR
yccU,-436.1674935,0.206194897,-14.81951405,0,putative CoA-binding protein,NF,NA
ysgA,0,0.205948827,0.076480561,0.050215367,putative hydrolase,COG4188,R
yliE,0,0.205917028,0.041945996,0.039458276,cyclic di-GMP phosphodiesterase,COG4943,T
yfaZ,0,0.205685612,0.065594264,0.06011257,outer membrane porin protein,NF,NA
ycgL2,0,0.205515668,0.09685882,0.084495454,putative cytoplasmic protein YcgL,NF,NA
ompF,0,0.205377502,0.072712027,0.048648025,outer membrane protein F,COG3203,M
pqiA,0,0.205094876,0.021657126,0,paraquat-inducible protein A,COG2995,S
ariR,-507.1453728,0.204839581,-7.760058711,0.040609782,"regulator of acid resistance, influenced by indole",NF,NA
bax,0,0.204727255,0.014249321,0,putative endo-beta-N-acetylglucosaminidase,NF,NA
pfkB,0,0.20467028,0.075124705,0.061851051,6-phosphofructokinase,COG2870,M
yibN,0,0.204495588,0.03791105,0,putative rhodanase-like exported protein,COG2210,C
pnuC,-933.4248592,0.204450145,-66.67902806,0.043468387,nicotinamide mononucleotide transport protein,COG3201,H
mscL,0,0.204333459,0.038052228,0,large-conductance mechanosensitive channel,NF,NA
lolD_1,-1129.236805,0.204257064,-12.23618731,0.015726633,lipoprotein transporter ATP-binding subunit,COG4181,Q
group_5405,0,0.203883883,0.051251361,0.036992596,putative ferrodoxin,COG2440,C
ssuE,0,0.202801652,0.069743324,0.056585308,FMN reductase (sulfate starvation-induced protein,COG0431,C
hslS,0,0.20246638,0.00382012,0,small heat shock protein B,NF,NA
oppB,0,0.202212624,0.006385914,0,oligopeptide ABC transporter,NF,NA
lacA_1,0,0.202063897,0.069201435,0.065892253,colanic acid biosynthesis acetyltransferase WcaF,COG0110,R
fixX,0,0.202050174,0.050351565,0,ferredoxin-like protein,COG2440,C
chbA_1,0,0.201840822,0.022546046,0,"N,N'-diacetylchitobiose-specific PTS system, EIIA component",NF,NA
apbE,0.017243975,0.201811075,0.090875668,0.091937511,thiamine biosynthesis lipoprotein,NF,NA
dadX,0,0.20101723,0.052486194,0.040452627,"alanine racemase, catabolic",COG3274,M
rpoD,0,0.200943984,0.036568534,0,RNA polymerase,NF,NA
argO,0,0.200930135,0.036537416,0.03022423,arginine exporter,NF,NA
yaaA,0,0.200836707,0.06868856,0.058071516,"peroxide resistance protein, lowers intracellular iron",NF,NA
ybiN,0,0.200809367,0.025568428,0,SAM-dependent methyltransferase,NF,NA
rutA,0,0.200546425,0.043039444,0.03767727,monooxygenase ycdM,NF,NA
abgA,0,0.200440964,0.097257956,0.11630482,aminobenzoyl-glutamate utilization protein A,COG1473,R
group_22578,-607.4334129,0.200400095,-6.186654797,0,radical SAM superfamily protein,NF,NA
group_23810,0,0.200284871,0.005890732,0,hypothetical protein,COG3140,S
rihC,0.010149759,0.200194295,0.055226117,0.040251414,nonspecific ribonucleoside hydrolase (purine/pyrimidine ribonucleoside hydrolase),NF,NA
dppA_2,0,0.199873681,0.05739148,0.038500246,ABC transporter substrate-binding protein,COG4166,E
ftsK,0,0.199761422,0.048396163,0.04410082,DNA translocase FtsK,COG1674,D
yniC,0,0.199730331,0.044632825,0.027297749,putative phosphatase,NF,NA
rbfA,0,0.199304941,0.004067448,0,ribosome-binding factor A,NF,NA
rsmI,0,0.199236545,0.090761778,0.080505767,putative methyltransferase,COG1587,H
yqaE,0,0.199107834,0.009481325,0,membrane protein,COG0401,S
paaI,0,0.199021401,0.020795274,0,phenylacetate pathway hotdog-fold thioesterase,COG2050,Q
nudC,0,0.198890483,0.033161807,0.015556096,NADH pyrophosphatase,COG2816,F
napD,0,0.198861553,0.019886155,0,NapD protein,NF,NA
ompL,0.029884461,0.198329627,0.049800225,0.046787111,outer membrane porin L,NF,NA
ascG,0,0.198207694,0.101173781,0.093854591,transcriptional regulator,COG1879,G
garP,0,0.198189307,0.063271968,0.061998355,galactarate transporter,COG2814,G
hyfE,0,0.198077568,0.060782448,0,hydrogenase-4 component E,NF,NA
yhdJ,0,0.197980663,0.115632829,0.114994067,methyltransferase,COG2189,L
wzzE,0,0.197773733,0.056764319,0.037425948,enterobacterial common antigen (ECA) polysaccharide chain length modulation protein,NF,NA
arsR,-565.406309,0.1975843,-28.05436691,0.099949843,DNA-binding transcriptional repressor ArsR,COG3398,K
rpmJ_1,0,0.197368313,0.006805804,0,50S ribosomal protein L36,NF,NA
pdxK,-295.4709666,0.197101232,-11.31955304,0.039101545,pyridoxine kinase,NF,NA
hemN_1,0.005538709,0.197076659,0.064849905,0.057594783,putative oxygen-independent coproporphyrinogen III oxidase,COG3721,P
ydiB,0,0.196525114,0.062123105,0.0306339,quinate/shikimate dehydrogenase,COG0128,E
ydcY,0,0.195975097,0.006653897,0,putative cytoplasmic protein,NF,NA
narG,0,0.195939402,0.027624152,0.017003618,respiratory nitrate reductase 1 subunit alpha,COG3383,R
crcB,0,0.195918695,0.04339172,0,protein CrcB,NF,NA
ftn,0,0.195820261,0.008136616,0,ferritin,COG1528,P
dsbB,-1511.001848,0.195776592,-81.31907003,0,disulfide bond formation protein B,NF,NA
yphF,0,0.19559657,0.039979173,0.033047155,ABC transporter substrate-binding protein,COG1879,G
ogt,0,0.195365114,0.08192066,0.061862409,methylated-DNA--protein-cysteine methyltransferase,COG0350,L
ybiX,0,0.195062884,0.071975736,0.047302844,hydroxylase,COG3128,R
argD,0,0.194897035,0.085113647,0.075118074,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,COG4992,E
moeZ,0,0.194766078,0.035176176,0.030348266,rhodanase-like protein,COG2210,C
wzxE,-405.7943418,0.194524602,-7.824545674,0.044422782,lipid III flippase,NF,NA
ygfZ,0,0.1943911,0.053305984,0.055304464,tRNA-modifying protein,COG0404,E
hybF,0,0.194307867,0.037221434,0,hydrogenase nickel incorporation protein HybF,COG0375,R
napH,0,0.194155411,0.082246052,0.087315452,ferredoxin-type protein NapH,NF,NA
rnfB,0,0.194083983,0.082223574,0.048272118,electron transport complex protein,COG0167,F
yjfL,-119.1085174,0.194040281,-11.89827358,0,membrane protein YjfL,COG3766,S
lolE,0,0.193708169,0.033732304,0.022515437,lipoprotein-releasing system transmembrane protein,NF,NA
yeiQ,0,0.193674556,0.108417361,0.101910212,oxidoreductase yeiQ,COG0246,G
fbaA,0,0.193592843,0.034385925,0.02943095,putative sugar-bisphosphate aldolase,COG0191,G
yjgR,0,0.193484206,0.07363426,0.068713671,ATPase,COG4992,E
metR,0,0.193402288,0.036478978,0.018560245,trans-activator of metE and metH (LysR-family transcriptional regulator),NF,NA
amtB,0,0.193375744,0.009945529,0,ammonia channel precursor (ammonia transporter),COG0004,P
sfsB,0,0.192983604,0.030498346,0,sugar fermentation stimulation protein B,COG3423,K
folA,0,0.192834289,0.004325451,0,dihydrofolate reductase,NF,NA
yceH,0,0.192470373,0.055806923,0.044108519,"conserved protein, UPF0502 family",COG3132,S
tdcD,-607.9372252,0.192118116,-44.03176773,0.028232579,"propionate kinase/acetate kinase C, anaerobic",COG0282,C
rnd,0,0.192019605,0.034892903,0.023408899,ribonuclease D,COG0349,J
yciU,0,0.191592954,0.002902924,0,dsDNA-mimic protein,NF,NA
ydiI,0,0.191108808,0.047321442,0.05036125,esterase,COG2050,Q
yfjF,0,0.190798218,0.055612208,0.066250346,RnfH family protein,NF,NA
modE,0,0.190670383,0.035277141,0,transcriptional regulator,COG3585,H
ybeZ,0,0.190599473,0.002526981,0,PhoH-like protein,COG1875,R
htpG,-580.8322019,0.190598282,-35.17533872,0.023442872,chaperone (heat shock protein),COG0326,O
btuC,0,0.190592029,0.109161741,0.108413651,"Vitamin B12 ABC transporter, permease protein",COG4139,H
yjiA_2,0,0.190578275,0.039876448,0.035933223,GTP-binding protein YjiA,NF,NA
rsmC,0,0.190189351,0.060969561,0.046123955,ribosomal RNA small subunit methyltransferase C,COG2813,J
nrdE,0,0.19000343,0.100006575,0.092376266,ribonucleoside-diphosphate reductase 2 alpha chain,NF,NA
glpE,0,0.190000662,0.041718335,0,thiosulfate sulfurtransferase,COG2210,C
mtr,0,0.189854887,0.021154415,0.018634132,tryptophan-specific transport protein,NF,NA
ygfA,0,0.189553612,0.078761292,0.086954228,"5,10-methenyltetrahydrofolate synthetase",NF,NA
panE,0,0.188667024,0.071975883,0.060084709,2-dehydropantoate 2-reductase,COG1893,H
yghZ,0,0.188579873,0.097936518,0.087483748,putative aldo/keto reductase,COG4989,R
fldB,0,0.187867458,0.018724123,0,flavodoxin II,NF,NA
ligA,-2715.134567,0.187655175,-88.50518793,0.028285509,DNA ligase,COG2818,L
serB,0,0.187274837,0.024715114,0.019741396,phosphoserine phosphatase SerB,COG3830,T
group_1324,-50.87291017,0.1869249,-2.325710593,0,inner membrane protein,NF,NA
eamA,0,0.186825818,0.06310316,0.066490657,amino acid metabolite efflux,COG5006,E
acrB,0,0.186584505,0.010980081,0,acriflavin resistance protein B,NF,NA
group_23882,0,0.186515519,0.00853466,0,putative endonuclease,NF,NA
group_3833,-212.0713742,0.18608318,-21.14959048,0,TonB-dependent receptor,NF,NA
ybiJ,-245.2658309,0.186078124,-6.985135289,0,protein,NF,NA
yebC,0,0.18594628,0.015591745,0,YebC/PmpR family DNA-binding regulatory protein,NF,NA
mltC,0,0.185912652,0.043700419,0.044541714,membrane-bound lytic murein transglycosylase C,NF,NA
ugpA,-600.7051208,0.185827826,-6.559519243,0.011365247,glycerol-3-phosphate ABC transporter permease,COG4209,G
ybeM,0,0.185607714,0.051946623,0.052897944,amidase,COG0171,H
frwD,0,0.185360861,0.035158261,0,fructose-like specific PTS system EIIB component 3,NF,NA
rsgA,0,0.185303359,0.018060021,0,ribosome-associated GTPase,NF,NA
gadC,0,0.185127681,0.026872581,0.018647397,glutamate/gamma-aminobutyrate antiporter (extreme acid sensitivity protein),COG0833,E
cca,-381.8211461,0.185007093,-17.49062219,0.06692075,"multifunctional Cca protein [includes: tRNA nucleotidyltransferase; 2'-nucleotidase; 2',3'-cyclic phosphodiesterase; phosphatase]",COG2844,OT
glnH,0,0.18471089,0.018726887,0,"glutamine ABC transporter, substrate-binding protein",NF,NA
wecF,0,0.184419737,0.024746418,0,Putative ECA polymerase,NF,NA
mdtE,-1452.833396,0.184395929,-29.93039829,0,multidrug resistance protein,NF,NA
ydgA,0,0.184194152,0.060091282,0.064615486,putative GTP-binding protein,NF,NA
yfeK,0,0.184116716,0.056356744,0.032359909,protein,NF,NA
dinF,0,0.184049964,0.086942307,0.072412148,DNA-damage-inducible SOS response protein,NF,NA
ygiD,0.030395318,0.184011872,0.085199246,0.079117127,putative aromatic ring-opening dioxygenase,NF,NA
ygfY,0,0.183990499,0.004972716,0,TPR repeat protein,NF,NA
glnP,0,0.18356905,0.006187721,0,glutamine transport system permease,COG4597,E
kgtP,0,0.183398888,0.025671704,0,alpha-ketoglutarate transporter,COG2814,G
hisF,0,0.183277578,0.042300744,0.028477451,imidazole glycerol phosphate synthase subunit,COG0107,E
yfnB,0,0.183187956,0.015998828,0,haloacid dehalogenase-like hydrolase,NF,NA
yniB,0,0.183032567,0.027714291,0,inner membrane protein,NF,NA
ydgI,0,0.182767399,0.03569962,0,arginine/ornithine antiporter,NF,NA
ynaI,0,0.182748336,0.041475991,0.032973614,inner membrane protein,NF,NA
nuoA,0,0.18270802,0.024690273,0,NADH-quinone oxidoreductase subunit A,COG0838,C
yiaA,0,0.181796354,0.030322028,0.027925541,Inner membrane protein yiaA,COG4682,S
ppc,-824.0469309,0.181586229,-30.79766231,0,phosphoenolpyruvate carboxylase,COG1892,G
sdhD,0,0.181546753,0.009218487,0,succinate dehydrogenase hydrophobic membrane anchor protein,NF,NA
livK,-1192.559598,0.181493884,-12.1470793,0.01243288,Leucine-specific transport system,NF,NA
yjjB,0,0.18147889,0.044517997,0.04088506,putative inner membrane protein YjjB,COG3610,S
ytfF,0,0.181455094,0.105511111,0.092002701,membrane protein YtfF,COG5006,E
nusB,0,0.18137995,0.033537375,0,N utilization substance protein B,NF,NA
pepB,0,0.18102541,0.05908917,0.054953199,peptidase B (aminopeptidase B),NF,NA
mdoC,0,0.180876691,0.027657133,0,glucans biosynthesis acyltransferase,COG3274,M
azoR,0,0.180867035,0.045876802,0.033399487,FMN-dependent NADH-azoreductase,COG2249,R
fdhE,0,0.180774371,0.028811321,0.03155343,putative formate dehydrogenase formation protein,COG3058,CO
glmU,0,0.180492754,0.042455443,0.027201622,bifunctional protein GlmU [includes: UDP-N-acetylglucosamine pyrophosphorylase; glucosamine-1-phosphate N-acetyltransferase],COG1661,R
allS_5,0,0.180418056,0.051296189,0.039828959,LysR family transcriptional regulator,NF,NA
xylE,0,0.18021094,0.059663076,0.043774739,D-xylose transporter XylE,COG5094,NA
serC,0,0.18019903,0.064742633,0.037940539,phosphoserine aminotransferase,COG1932,HE
